crID	flank	n_reads	raw_sites	sites	sv_sites	lowq	pairs_decided	n_groups	grouped_frac	sizes	secs	assigned_trio_frac	acc_asg	split_err_asg	join_err_asg	cur_n	ari_vs_cur	trio_n	trio_pat	trio_mat	acc_new	split_err_new	join_err_new	acc_cur	split_err_cur	join_err_cur	error	_labels
37	5000	21	1377	1374	168	0	0.838	2	0.905	14,5,1,1	35.7	0.875	1.0	0.0	0.0	2	0.54	16	3	14	0.808	0.284	0.0	1.0	0.0	0.0		{"023c4e7c-26af-4a54-a89e-ac52f8481363": 0, "04aed0b4-dab5-4e0a-9872-571c2b0d0e19": 0, "2548580f-2d1f-48cf-8d47-a28027b184fa": 0, "374b211e-5f85-48f1-8c76-ce3432b637a1": 0, "4d2693fc-7a86-44f0-b1b5-9bf37ffcf373": 0, "4d8e54a1-11d6-470e-8b5b-8290baa51c2b": 0, "5800ba5d-b950-4135-9d8c-5c00a506cd97": 1, "5f312891-9645-4075-a26b-9d320cfe1f99": 1, "82333cb4-9902-4abd-bc2b-31627646e14b": 0, "8846465b-69aa-4e3e-acc7-a1fc79da0ea5": 0, "96bdb4dc-5a95-41eb-b308-2fe58547e11e": 1, "a0a555fe-18ce-48d0-8c84-15c3e5f1ec9f": -1, "a0f785a8-62d5-4e7a-9246-59a2636f52b4": 1, "ac5aaf01-0980-46bd-a969-7dc400eee31c": 0, "b41ba8ac-3fa3-46f0-b1c0-082b97fe5f72": 0, "b5434be9-5435-4c9e-bb6c-478cb737de3d": -1, "baa39de7-968a-4d21-b781-c755f4b6eb31": 1, "cce43279-fc03-4cb1-bb1e-e9f324630784": 0, "d89b5bec-4bd9-48c2-9dd7-54d57da19a5b": 0, "e5a269c1-80de-4a7c-b564-619646224e82": 0, "f63ea233-8c8a-42d3-a4b0-9a5fcf650959": 0}
42	5000	27	1191	1213	65	0	0.997	2	1.0	18,9	1.4	1.0	1.0	0.0	0.0	2	0.851	27	9	19	1.0	0.0	0.0	0.926	0.09	0.056		{"07b853c6-e7d0-4a0b-ac17-3ebe810e4b11": 1, "17c8dc3b-daf8-4cc6-ab8e-4e3bcd4d7f11": 0, "198ac7ce-bac5-49a6-a3af-41b93d98b62d": 0, "3483f3c3-a9a6-4b09-aba0-f9d8f7d97fd3": 1, "3b3f120c-8129-4ba9-ba2c-ae791dde928b": 0, "42ece895-0f61-4b3a-b1d6-96f49f916dba": 0, "51db3c6c-3315-4134-8d20-eb89951cadbe": 0, "66f81153-6eb1-4ea2-96ab-c47754c6bd4e": 0, "684bce1d-6feb-4644-aec0-14fe3c19667b": 1, "6f2f78fb-e56b-4496-a3d3-d958d1c7bdac": 0, "7090080f-7e00-44e3-96f3-fd3371116c58": 0, "7648f688-ba7a-4d90-97f5-8b6913e216d7": 1, "7cad9d48-b642-4cee-8f84-8bf9f855316e": 1, "8105c2e0-9426-4b34-81d0-e49ef07db2ba": 0, "82b81417-0562-4e48-9de5-a0d94dca748c": 0, "995268d3-7100-48a4-a777-becf7b9eec57": 0, "9e2eb59e-ada8-4fe8-974a-860897737e7d": 0, "a3bb2e80-ddb5-4874-9dd4-ba747ca8d9c1": 0, "a64be126-fa59-432e-b435-3749831e8121": 0, "a728f3cb-4eb6-4acf-86e4-1f323ffb7ad1": 0, "ad52aaa8-b600-4a5a-a08a-d0b21fbe5f8c": 0, "d1daf756-86ad-48aa-a385-9bbc1394f922": 0, "d7022787-2288-4f6d-8c39-f411e1059c1c": 1, "dcd3feb5-65b3-4a81-bca1-b919f25d3a12": 1, "e63bf0a4-771b-4056-b673-dcd0c7a2ab1b": 1, "ea9a0681-7cd8-4d45-8227-564fc3e04015": 1, "ff089890-540d-4977-a824-feb3df27dcd2": 0}
44	5000	24	383	396	22	0	0.967	2	1.0	16,8	1.3	1.0	1.0	0.0	0.0	2	1.0	24	8	20	1.0	0.0	0.0	1.0	0.0	0.0		{"0f30e511-2068-4421-933e-97bd44562bde": 0, "26dd58e9-ff6c-4af8-b4a8-4093571311ec": 1, "319a438e-ebdf-41bb-9d1c-215ccdb1db22": 0, "3301ac84-7eb2-4667-93ae-f2760e46c080": 0, "38bc477b-843b-4159-819c-e482b9ad5f98": 1, "3b3f120c-8129-4ba9-ba2c-ae791dde928b": 0, "4fe6bade-1547-4a8b-a7ed-40be32425f78": 1, "608cbf0c-e57d-4002-9725-baae05f4f0b6": 0, "94249e69-a45f-47db-8d97-16090a79933a": 0, "98dd94ef-9450-42ae-bc42-d9152d8e8ece": 0, "99fd8a85-48a0-45b4-8d7f-342f87bcc01b": 1, "9eeb16f0-dcde-4329-bac6-65315f3535a2": 0, "a1b6818d-07a4-4ee5-b218-115a60680b14": 0, "ad52aaa8-b600-4a5a-a08a-d0b21fbe5f8c": 0, "b11057cb-3c2d-4e23-976a-883bf07a175c": 1, "b9986816-a71d-4666-900b-378ada160792": 0, "c1be2448-be0a-4d12-a27b-3d25574a5ee3": 0, "c767119c-017e-45f4-926e-13db7e9ed0bb": 0, "c83bf85d-31eb-420a-9e73-3440295cbb9e": 0, "d3b6f314-0349-4b8c-9be8-51c152ad82ac": 1, "e1ece28e-c4f2-40b0-b41e-7d4b8d765d02": 1, "eb0474bb-c6d6-4432-88d4-2a7a9e9ca9ee": 0, "f814ea7f-b31a-48ff-a98a-c25d130e6d59": 1, "f99f178c-4e1b-4b21-8269-1b13532b6e94": 0}
45	5000	25	377	343	2	0	0.977	2	1.0	16,9	1.2	1.0	1.0	0.0	0.0	1	0.0	24	9	16	1.0	0.0	0.0	0.511	0.0	1.0		{"0096575b-6006-4ce7-a4eb-ca9980f56d6c": 1, "011e3fec-324e-49fd-8575-9f786b5a41ea": 0, "0f30e511-2068-4421-933e-97bd44562bde": 0, "319a438e-ebdf-41bb-9d1c-215ccdb1db22": 0, "38bc477b-843b-4159-819c-e482b9ad5f98": 1, "427055f5-f259-42d8-aaa3-748c6e9d0c2a": 0, "4ea9c566-c8db-4b7e-9650-b82a15f09ebe": 0, "5b039176-d14a-4b85-be9e-4c4b64b1968f": 1, "68687fca-4e46-4743-b7f9-26e5d2cd7e45": 0, "72c987cf-500a-4974-923b-98e6dd49f5dd": 1, "764c6db1-9088-4aff-9e3f-71200d2e8406": 1, "845efea3-4329-4bfa-83b8-3a3cfebeee27": 0, "86d6cb4a-1136-4643-b7b0-49eb673890f9": 0, "9416790b-c46a-4336-af54-7acbc5fee42b": 1, "a1b6818d-07a4-4ee5-b218-115a60680b14": 0, "c79ea377-9d89-44f6-bf2e-97cefe17c986": 1, "cccb77ba-975a-414f-b32d-bd15550e7431": 0, "cf69522d-70c3-42fa-966c-7196bfc1e309": 0, "dbf52cc8-f41e-4207-b98d-9639e96f8bc9": 0, "e1ece28e-c4f2-40b0-b41e-7d4b8d765d02": 1, "ee123ea2-f4e3-489c-9051-fd759ba10cc7": 0, "f0c8edd1-a557-45e3-9c87-a42e0facf930": 0, "f4e6e57b-4162-47d5-a321-acf17309aadd": 0, "f814ea7f-b31a-48ff-a98a-c25d130e6d59": 1, "f97e3465-5a29-4aab-9f11-9d30f789da30": 0}
48	5000	19	497	518	44	0	0.971	2	1.0	13,6	0.8	1.0	1.0	0.0	0.0	1	0.0	18	13	5	1.0	0.0	0.0	0.575	0.0	1.0		{"0ebd6297-355f-4df4-a55e-d564484d3c82": 0, "0f305799-29b4-405e-8018-2abc0d1d7b32": 1, "2cb215a5-d77c-44c6-a3c2-ed319bbe2817": 1, "3709cd65-d768-46c6-be36-978d4fa2fe26": 0, "3cc55708-7952-41ea-b53f-c8908cc57b71": 1, "405659a1-0f5c-4f26-8203-a1252d4fb9c0": 0, "43861021-7f67-4209-9e46-fe20661ad1aa": 0, "545d4cf6-d9c0-4159-bdcf-9d4f68e875b1": 0, "592a0904-2508-4750-b964-5e0c019c5fa1": 0, "65b63979-945c-40b5-b7e0-6b5249257625": 0, "6f6dbbb2-6885-4de1-8b34-546659b16695": 0, "996fcb62-e45a-4527-b9a0-e5c5b9b39f13": 0, "a00648a5-f52b-412f-9ca0-5596c0e2abbc": 0, "aafc4f2e-bcad-420c-bc19-027cf7b0f409": 0, "ca8845fc-92e9-49f8-b482-5c0f8a917e30": 0, "e0497707-e6b8-4868-9714-5c801454dd09": 0, "e50f1b25-2dc8-449b-9e36-2aaf28e0698a": 1, "ee8a14bb-5e48-4e35-8c2f-8c9f3a7e5d8e": 1, "f1481417-b6a3-4e24-92f5-dd016a4d6ab2": 1}
52	5000	26	284	231	21	0	0.969	2	1.0	18,8	0.9	1.0	1.0	0.0	0.0	2	0.845	25	18	8	1.0	0.0	0.0	0.92	0.098	0.059		{"0dd79703-0380-4bf4-ad3b-4cf0751973d1": 0, "11f18cce-8091-4401-9af9-9de309fb7689": 0, "1433e9c8-e835-4c8c-b438-09a3538c25eb": 0, "2aabac9b-7d4e-46c4-b0b8-f3adc6168a9a": 1, "3245b12c-080f-4f65-b035-42668a8f7ec6": 1, "4ed64551-1a2a-4cbf-b6ab-850cb2687900": 0, "4f3de1d0-9ea5-4e01-8950-b39f6bed8f9f": 0, "5a374063-081f-47dd-af65-4a60223f28b8": 0, "64475b8e-5cde-4349-abd2-f882c34e0e2f": 0, "65cfe5a4-7602-4af6-b7e8-e576b91123c9": 1, "7bfd4d0d-81b4-497f-9410-281470493863": 1, "7e99de84-401b-467f-a861-ff9d0e85947f": 0, "83f3a481-be92-49a8-916c-188e2e44c285": 0, "88da934e-9917-4715-a729-657032b6ef1f": 0, "8e90af4a-8f55-40e3-9310-ae3368e71cb0": 0, "9295e3f6-0a22-460a-8a3d-e4e00cb90818": 0, "989cc2f2-e6ae-438b-87a1-3678ba0e7de7": 0, "a8d3e7a5-0df0-4595-9db2-c03356d9bf11": 1, "b33e3cb1-c55c-41ae-9b97-6a070784ca51": 0, "ba03b6e4-c1f7-409a-9c91-eb666fda69fe": 1, "c2d89426-ec47-4b5f-b8c0-d6c52b691961": 0, "c5d1ab88-32cd-42c1-b7a6-1d22b1ea5919": 0, "c79305db-fcc3-4dc7-bb2e-09d50c36a75b": 1, "dbc3bf4e-95af-4e6a-b903-3222a7a39bbe": 0, "e24e99f3-03a9-4708-9c49-c6b7a8ba41b6": 1, "ee7d527d-d4d1-4128-bded-bf977ce51dab": 0}
55	5000	22	630	639	53	0	0.957	2	1.0	12,10	2.2	1.0	0.909	0.091	0.091	2	1.0	22	11	12	0.909	0.091	0.091	0.909	0.091	0.091		{"07a454ed-f0b0-40e6-8cde-1300daff326c": 0, "19815d6d-28b3-4812-b940-116852a9ab8d": 1, "2c6e9628-7f3f-472d-b21d-901c9b40b0d3": 1, "30636d6f-752e-4fc9-98ce-61afac1cbea2": 0, "42b0997f-8484-42bf-bccd-0d6c2deab94f": 0, "43d6cd99-c489-40ab-9701-dddd0fc02439": 0, "46d8352f-7340-4115-9aad-01179d209f06": 1, "5decf749-5177-461c-b30c-cc1685c94035": 1, "67fad395-aa55-4e8b-b2e6-71aa9054677b": 1, "6939fe73-8c20-4c8a-84c8-453210dfb311": 0, "79e045ea-9347-49ef-a13f-b9393225c91b": 0, "8e093af6-e7c8-4615-b80e-ce3d3fbc9bcc": 0, "8f9709e9-4bac-4306-b627-9b6b92621a9e": 0, "a98af790-5231-4143-801e-daf52d3d6de9": 0, "af08f7d5-1f87-4e6f-95c5-95fa1f620c83": 1, "afc0083b-ed01-4508-9786-5cecc0758f24": 0, "b68ced59-a096-4b6b-a01f-aee6d4c6f55d": 0, "b7e97a3b-d3e9-445c-a10a-bc3be123d1ad": 1, "cfeffa24-5d94-4042-abc0-bc4dbcedbf83": 0, "d2b9b6bc-bfb1-4015-9d1b-d9b3a9ab75fe": 1, "d56cfc96-f771-4fe1-b4d4-6972d01ca138": 1, "f0bb2c69-779b-466f-bb8b-2efda528beda": 1}
57	5000	18	279	254	17	0	1.0	2	1.0	10,8	0.5	1.0	1.0	0.0	0.0	2	1.0	18	10	9	1.0	0.0	0.0	1.0	0.0	0.0		{"0409b0e9-6b3c-447a-9577-ed3829b04f8e": 0, "1a065a05-9066-4536-b828-ae47a1edb5ba": 1, "2a3cd37c-8dbb-4c22-9aff-57dc1d32573d": 1, "30f82b1d-451d-4512-b401-7566cdbd88e1": 1, "38cc8602-4c76-4220-91e2-dc973f9b837f": 0, "42f900d6-6c15-49f8-a37b-534c4386b759": 1, "4dd6698f-0154-4e77-8290-f822570b4e95": 0, "51ef5ba3-9b22-4d16-83f8-46e71d6ebc0f": 0, "78b6c7c6-78f4-4537-9ba1-54276c1d3076": 0, "7ddd756a-9440-4782-986c-a14a094403f3": 1, "a81984dd-08bb-4065-a55b-a416ddb41ee7": 0, "b3bda7e0-feea-4606-b9b0-9fe5f376597f": 1, "d096401f-c4a0-4e32-911d-c35cd14f356d": 0, "d1bae735-274f-43df-bf03-a9e7089518a5": 0, "dee1d1f1-b863-4662-8604-13043a444538": 1, "e00c9f95-60c7-4605-bffc-76f9d018440e": 1, "e7602270-6d9d-49f8-976d-a24654dfa775": 0, "eb69f2cf-527f-469b-92be-8d74bac903ce": 0}
58	5000	21	339	335	18	0	0.976	2	0.952	13,7,1	0.6	0.952	1.0	0.0	0.0	2	0.688	21	15	7	0.938	0.116	0.0	0.905	0.054	0.143		{"0c29b4c1-07c9-4d23-84ff-903dbe0e84b3": 1, "10f2a267-c6cf-4a61-bdad-f3d371ef78bc": -1, "1c220230-e8e8-4cbd-a2c5-6d490f66750c": 0, "2eeb7267-c184-43cc-8bb6-e6ed46e4a332": 0, "376798eb-7579-4506-b5a7-cf89d46896cc": 0, "448a1d58-f327-4211-aea7-038881fa76ce": 1, "567ae387-3d59-45d5-b51b-04fff2f83ff6": 1, "68225928-b309-402d-bfef-377f6c7629ea": 0, "68b74602-2be7-4676-86f9-7c1154417e21": 1, "6a4cfb1f-36c9-4fba-8fee-e9d74891072b": 1, "706f2cf4-bd36-40d3-83e6-19f0258af966": 0, "841530ff-fb7b-4d50-a7d1-1c38a25deda8": 0, "970dba46-2d09-4f96-8e7b-d8066f76c648": 0, "a5259c12-a65f-455d-8cf8-0a277130cea5": 1, "ba10ff3c-972a-40b1-966d-9a6c545369d3": 0, "c21fe903-3d52-4bb4-ad13-053c1fc95d09": 1, "c6367b45-ed01-4edd-81f7-157d71d2296a": 0, "dc01eafd-e3fd-4eb9-a083-2af1c81656ef": 0, "dd510465-809a-446c-9ca0-9cc7f45a1bd9": 0, "dea47e8a-cf55-4586-b182-e334b63845bb": 0, "ee873d69-e7b6-44cc-89ce-731b25380797": 0}
59	5000	20	329	319	16	0	1.0	2	1.0	14,6	0.6	1.0	1.0	0.0	0.0	1	0.0	20	14	7	1.0	0.0	0.0	0.558	0.0	1.0		{"0c29b4c1-07c9-4d23-84ff-903dbe0e84b3": 1, "1c220230-e8e8-4cbd-a2c5-6d490f66750c": 0, "376798eb-7579-4506-b5a7-cf89d46896cc": 0, "448a1d58-f327-4211-aea7-038881fa76ce": 1, "567ae387-3d59-45d5-b51b-04fff2f83ff6": 1, "68225928-b309-402d-bfef-377f6c7629ea": 0, "68b74602-2be7-4676-86f9-7c1154417e21": 1, "6a4cfb1f-36c9-4fba-8fee-e9d74891072b": 1, "706f2cf4-bd36-40d3-83e6-19f0258af966": 0, "841530ff-fb7b-4d50-a7d1-1c38a25deda8": 0, "93a8dbb9-7ab5-43af-96e3-0dce44d40beb": 0, "970dba46-2d09-4f96-8e7b-d8066f76c648": 0, "ba10ff3c-972a-40b1-966d-9a6c545369d3": 0, "c21fe903-3d52-4bb4-ad13-053c1fc95d09": 1, "c6367b45-ed01-4edd-81f7-157d71d2296a": 0, "dc01eafd-e3fd-4eb9-a083-2af1c81656ef": 0, "dd510465-809a-446c-9ca0-9cc7f45a1bd9": 0, "dea47e8a-cf55-4586-b182-e334b63845bb": 0, "ee873d69-e7b6-44cc-89ce-731b25380797": 0, "faf942de-1cf5-47fd-a92b-3420804af8c8": 0}
60	5000	31	690	716	49	0	0.963	2	1.0	20,11	1.2	1.0	1.0	0.0	0.0	2	0.871	30	11	19	1.0	0.0	0.0	0.933	0.08	0.053		{"013a2e1f-36ea-402b-a1d1-d8c06e9e8af0": 0, "01430371-9161-4554-86f0-9ff95cbbd288": 0, "0db57e82-264d-497c-9a9d-7a4976edc3df": 1, "1f4ef867-b79d-494b-a5a6-1bf9e6bd0f8b": 1, "2e0bda91-dc04-4c1a-9f0c-72bcb0f9fb3c": 1, "3eeadf56-a54f-4d36-ace8-234ace0f4683": 0, "4278f2b1-459c-489a-92ca-3fa8807cf0e3": 0, "4db311ce-7537-4959-961c-2d388121c8aa": 1, "620d3bbb-8379-4b22-b0e6-a030a50e45ec": 1, "640e578b-0462-4d11-aa12-c477982a29e3": 0, "6ec758eb-3825-49ba-90c8-4970d72f5c33": 1, "79a029e6-1bc6-44a9-97ea-651a2c55466c": 0, "7ef11767-79f8-480a-84b9-f6a8e1eee6a5": 0, "82e6e1c4-636d-4618-8d1a-e16db306a34e": 0, "876a17fd-9ce5-4584-a64f-3688dc061de3": 1, "89e5385b-49c7-4bf7-95b9-d17213364347": 0, "9112566b-fc8c-4369-8bb2-2ae4682248b8": 0, "95c1c595-5dc3-4210-9464-7ef7757aa5d9": 0, "9ff31a3c-3ab4-4126-a359-e6027e62219d": 1, "a441ea6b-ad18-4b04-b18b-5d8f75025e0c": 0, "a50d2c58-3f6b-4447-92ff-f300c4d5e933": 0, "b0e1ab90-2ddf-481a-af3f-51adf42fee84": 1, "c13f6b2e-02d0-4b57-8561-80cf3e8c6a86": 0, "c9bde073-0c0a-467c-aa5b-b0c56cc5d33f": 0, "d0668a69-ca18-4ba6-ad81-e146426ae4fb": 1, "d1e02e7f-7f28-48c0-9092-70ec519b60de": 1, "d89f6c4d-a9aa-444f-9ac5-13bbd3cc523a": 0, "d9c7a879-609f-4370-b609-d412f8311099": 0, "e68fc4a7-ffba-45dc-95e2-98efb5b7b946": 0, "f3d03e56-4574-4907-ad62-3f37f79129d7": 0, "f68108f0-3df5-484c-a0eb-122f9a2992b4": 0}
62	5000	21	348	336	1	0	0.981	2	1.0	13,8	0.8	1.0	1.0	0.0	0.0	1	0.0	20	13	8	1.0	0.0	0.0	0.495	0.0	1.0		{"03192cd8-99f5-47c8-8f43-dc3d365611ec": 1, "07311588-0e42-4ecb-a05f-f91abc837df2": 0, "0a463890-050a-47e9-bda2-4198e91cd302": 1, "0c32b31a-fe36-4c7b-b57e-04d6f56a50e4": 0, "16046947-353d-4461-9ab9-380944ba09b7": 1, "167349d9-93d5-4b3b-8776-18a0f411ea2e": 0, "26fbb2d7-b8e9-4b36-a5da-a57d882a5f30": 1, "4fa4bb47-a3ad-4983-abd8-88ece4fa7ef0": 0, "57cab39f-87e8-4fef-8f98-deed7dedc5f9": 1, "5d137ea2-b108-47b6-80f8-b3bd46a2eeda": 0, "62bcc663-4fa6-48d7-9b2f-b919c73845cf": 0, "67e93c0a-a6ec-41a1-a8a4-ad348a317430": 0, "927a2c2e-01b4-4938-b176-e04aa1f8f24b": 0, "a0d0839d-3438-4321-873a-69487db4d1d2": 0, "c2c8c23f-5f27-4bbc-8c9d-13c95026e353": 1, "c6f586a0-b161-463f-80eb-cc65e93c4cf3": 0, "c70bbb4d-fc1c-4bf9-b842-9b1eeb81a853": 0, "c7725c56-4e7e-4c87-b541-3499280842a7": 0, "cd2f2aeb-278f-4d15-bdfd-94b33f02233e": 1, "d8c45070-1c88-45d2-a27e-8812cd2dd425": 0, "ddab5549-008a-4077-a8db-e0aa0efe5fbb": 1}
66	5000	29	333	321	0	0	0.985	2	1.0	15,14	1.1	1.0	1.0	0.0	0.0	2	-0.01	29	15	14	1.0	0.0	0.0	0.488	0.301	0.71		{"168b4bbb-1c9a-437f-9d9c-c5b62e9b2bc4": 1, "2216ad28-3b37-45ef-8516-4daa97d7b274": 0, "26621d32-43be-4d05-be0d-9977b52cd8af": 1, "2ef95d19-9039-4938-a65d-afdea24b2935": 0, "37c7b818-400e-49f0-bada-90d776adf2c2": 0, "3d2620e0-4879-4b8f-b16a-f3a22e46a6de": 1, "3e8816d6-4c60-4cf3-b9c7-690660a6c81f": 1, "3f15aeb5-39b4-472d-8be5-b7831fdc9579": 0, "41b1b28a-775a-4894-8593-514b8c1cab21": 0, "41eeb9a6-9bfa-4374-830f-60d2cb3cad15": 0, "441071ed-f33d-4841-ba71-e50e3af5e893": 0, "4fe3af4b-8d95-4f5a-b46b-c96a3d3ef6ae": 1, "598a86d5-a2f3-4c87-9c6c-3d772d17541e": 1, "7aee4526-8695-431e-86d9-67ed5e2ade40": 1, "840a04a1-ee6d-4fea-9e63-745cc45f9d2d": 1, "865779f1-4119-43ce-9332-ba8780007a19": 0, "8cdf2342-a457-4235-8c8d-6012e52b1d7d": 0, "9fe9b7e1-d357-40ba-a257-1e36aa8961b3": 1, "a391bda8-2b64-4eaa-9f04-814ea3a690c2": 0, "a69d35c7-28a8-48f6-adb1-48fff4e3c333": 0, "ab8b1ba3-1b5a-492e-9045-ab60fb8e123b": 1, "ad84db93-9980-42db-82dc-256fb1202c8c": 0, "c550e921-cbe5-4f77-a30f-e9cd3cb275a4": 1, "c784f1b9-51d5-4a2e-b4b1-0e4829bf7f38": 0, "c8c69322-a9c8-4c5a-8814-cd8c17788610": 1, "dbbdfca4-35fa-4f36-9f87-c78475ee839a": 1, "e6319fe1-e497-431f-ab8b-e1b4a80d40de": 1, "f558ee9a-13f7-4005-aeba-18b5d620275d": 0, "f5f67773-8079-408e-aba2-a15759e3e286": 0}
70	5000	23	820	834	23	0	0.988	2	1.0	16,7	0.7	1.0	1.0	0.0	0.0	2	0.825	22	15	8	1.0	0.0	0.0	0.909	0.111	0.067		{"0915df3c-d5d3-458c-a63a-49e10483c146": 1, "0bd2f64c-45f5-4e75-96e2-f3bc9c8f12cf": 0, "11a2855b-6a5d-4cc2-bcd6-1ff158924128": 0, "2ee2eaba-4828-4fae-9113-27dea7576dee": 1, "31f59ef9-780e-4b9a-85c5-1dbc1bd38aaf": 0, "3efacc6a-a530-481d-9203-56b557511aac": 0, "4a36adc1-101d-490a-896e-ed6d0dfa481c": 0, "4be3f2e8-8325-41a9-b22f-6f7e8fa17443": 0, "6581097f-ddf1-4df1-a490-5bdc4599d597": 1, "808f932b-602c-4e10-b140-43338b00d41b": 1, "810247d6-d0e1-4249-8ded-73dfabf60193": 0, "84e161fa-3932-40ce-8a38-aaaab2f0461c": 0, "9696eabf-e700-40ee-827b-d73d2da7c59d": 0, "9a07f25e-36c9-4ce6-8fdf-5229fc8adc8a": 1, "a61f0f50-a8d8-4b3e-a455-0051d3213a21": 0, "ab803a11-1a4b-45a0-a53e-d4b160e7212c": 1, "aed6738a-ae47-4945-a94b-f2eb9169ab04": 0, "b62a77b1-cec3-4faa-9deb-c71a6ff03c71": 0, "bf216ab6-e6c5-4a04-bb2c-963b6cbe0216": 0, "c7b11e61-afb8-4f6f-8a0f-c64085bedcb2": 0, "d97e703c-8de3-4b07-8cf2-83029d57dca4": 0, "e1b36888-2f22-41a0-b8d1-d362044db5fd": 0, "f578e5e9-b201-42c4-a94e-efd661f6efc9": 1}
72	5000	27	373	389	24	0	0.997	2	1.0	15,12	0.9	1.0	1.0	0.0	0.0	2	1.0	27	15	12	1.0	0.0	0.0	1.0	0.0	0.0		{"024eb42b-328d-4661-a589-c59b6502f233": 0, "02bb6010-07e9-4f91-9683-cacd3720f928": 0, "135627c7-9dfd-4830-92d3-54d4218cc12d": 1, "1953597b-a818-4bee-93fe-0d0d331252c0": 1, "1cdacfc9-fda9-403f-8a17-1eb8387798d7": 1, "33545eff-9ea6-4c3d-b5dc-997071ec1299": 0, "35959c0b-5d21-4f83-b179-de1a5d73475e": 0, "3fff919a-1c8c-45e6-9455-bc9ce3aad6af": 0, "403cf485-9655-4d5f-96ed-28d1c57bdddd": 1, "407b233d-f099-4e70-9c01-ab8c8dddd300": 0, "464925d2-0cc0-4433-a59a-694e0b126108": 1, "5486decf-f444-4ca2-a4da-dea984f69727": 0, "583a6978-53eb-452a-b73e-7bf77126fe44": 0, "6877c1dc-61ff-4b67-a39a-85753876dd4e": 0, "772dc3b1-045c-4709-9234-7f001ef7ff9b": 1, "79df1b45-6519-4033-872d-d3fa18b36db7": 0, "8ae39b3c-1abb-4217-9a40-6ed4742e9f6f": 1, "8cf0e207-3724-494e-875a-e8006fcd7001": 0, "9c2e8e14-ee11-4223-b7b9-b2d757fc0ded": 1, "cb5f5a01-102f-4bdc-a896-cfdac62f26e1": 1, "d63c94c8-163f-43b1-acc5-c2da670c5f0d": 0, "ddf66e97-92aa-4928-b78b-3b9123710d00": 0, "e2dea75b-e67b-4f81-8edc-42bf486ea951": 1, "f2549bf2-fb08-4eb3-b753-b93d860cbbb0": 1, "f2a3c810-f9f8-4a8a-9389-51b81264ac72": 0, "f6179595-1640-4383-be46-9537a1a45c0a": 1, "f650e3d8-8b58-45a6-b337-8d7bb1758fcb": 0}
76	5000	28	1177	1053	65	0	0.963	2	1.0	14,14	5.6	1.0	1.0	0.0	0.0	2	0.857	28	16	14	1.0	0.0	0.0	0.929	0.071	0.071		{"01c454c9-e34a-4f9e-ab47-007816e10000": 0, "212cfde2-12c5-497e-97b2-2c5b5454d766": 0, "313d0e41-c09b-45f3-aee2-b338fdb40f09": 1, "37072ed4-be36-417c-890d-8fd40e732c4c": 1, "3b7c1956-be9e-4ed4-9528-c85c616196c3": 0, "3dda110e-b993-4e37-948f-0f91147f438d": 1, "401a6118-81a8-4ea5-a351-0fcfed157268": 1, "52902025-1ae9-4e24-a965-66b9df6e3c7f": 1, "5a2470c0-437b-45d1-b914-49d6eee11e71": 0, "5d808656-3762-47b1-9d99-f51fa9b07697": 0, "624f0bf3-e02d-4179-95ac-1ee68c73cf42": 0, "6496f25e-df7f-43e7-b924-a32e154f2d38": 0, "6ab2ee5a-f2b0-44aa-b2f4-b77b26340b6a": 1, "6b4df8e4-6423-4eda-af97-60bf25aea383": 1, "72619a68-3124-40c4-b0c2-3ac5a6170d8f": 0, "75e3b29a-d6c1-4482-8e9c-61611444fae3": 0, "7b270c30-dbc3-4bd5-a19c-94fc77b791f9": 0, "9294e028-eb6b-4628-8e8c-6a0c1846aa5b": 1, "96eef3bf-9958-4061-8a3a-9e0bd1a19ca5": 0, "a92ca7c8-3c33-4fea-8671-471e3d113e5e": 0, "aef2ae14-1b56-47eb-a0af-9330366a6ed7": 0, "b46c8893-2c84-4686-8c36-25afd92992c8": 1, "c19892f3-8919-4f6c-8c43-4e75e47cc7b9": 1, "dbeb0d34-db93-4f42-90d2-7effce328c01": 1, "e36cfe3d-da98-4fee-865f-7d20752fc87b": 0, "f18258b2-abbd-4cf7-8de5-91ea83f584ad": 1, "f30e23b3-3e01-49e2-ba46-612e3591888c": 1, "f77bd873-4c1c-4ce2-a73c-13a85d85a71b": 1}
